product_id,sale_date,sales_rep,region,sales_amount,quantity_sold,category,unit_cost,unit_price,customer_type,discount,payment_method,sales_channel,region_and_sales_rep,source,transaction_id,product_name,units_sold,total_revenue
1054.0,2023-07-28,David,East,768.28,20.0,Clothing,4622.14,5122.070000000001,New,0.26,Cash,Retail,East-David,POS,,,,
1058.0,2023-01-14,Bob,East,5235.14,6.0,Food,4987.71,4998.78,Returning,0.17,Cash,Retail,East-Bob,POS,,,,
1067.0,2023-01-09,Charlie,North,1875.71,48.0,Electronics,210.63,533.5799999999999,New,0.04,Bank Transfer,Online,North-Charlie,POS,,,,
1046.0,2023-02-09,Charlie,East,9709.7,3.0,Furniture,1216.16,1295.37,New,0.14,Cash,Retail,East-Charlie,POS,,,,
1024.0,2023-08-25,David,South,1221.7,42.0,Electronics,1586.02,2047.13,New,0.25,Cash,Retail,South-David,POS,,,,
1032.0,2023-10-08,Eve,East,4095.65,11.0,Food,2025.67,2081.55,New,0.27,Bank Transfer,Online,East-Eve,POS,,,,
1047.0,2023-12-25,David,North,7405.06,43.0,Electronics,1249.17,1727.15,New,0.08,Cash,Retail,North-David,POS,,,,
1086.0,2023-07-20,Bob,North,7075.09,17.0,Food,1057.27,1366.62,New,0.21,Credit Card,Retail,North-Bob,POS,,,,
1023.0,2023-09-03,David,South,4285.01,32.0,Electronics,4775.04,4785.66,New,0.03,Cash,Online,South-David,POS,,,,
1066.0,2023-10-05,Alice,South,3530.59,4.0,Furniture,4596.68,5044.740000000001,New,0.01,Bank Transfer,Online,South-Alice,POS,,,,
1027.0,2023-08-23,Bob,East,4036.36,4.0,Electronics,282.61,548.25,New,0.17,Credit Card,Online,East-Bob,POS,,,,
1002.0,2023-01-04,Bob,East,2716.34,17.0,Furniture,1727.12,1865.83,New,0.21,Cash,Online,East-Bob,POS,,,,
1090.0,2023-06-03,Eve,North,2132.8,41.0,Furniture,2055.49,2441.46,New,0.24,Credit Card,Online,North-Eve,POS,,,,
1017.0,2023-01-29,Charlie,South,4882.09,19.0,Electronics,1233.12,1697.1899999999998,New,0.1,Credit Card,Online,South-Charlie,POS,,,,
1033.0,2023-04-19,Bob,South,2758.48,5.0,Furniture,3162.92,3409.9300000000003,New,0.0,Cash,Online,South-Bob,POS,,,,
1009.0,2023-04-08,Charlie,South,2945.87,32.0,Clothing,3219.88,3384.5,Returning,0.14,Cash,Retail,South-Charlie,POS,,,,
1043.0,2023-08-03,David,East,6601.89,22.0,Electronics,4260.0,4656.58,New,0.0,Bank Transfer,Online,East-David,POS,,,,
1048.0,2023-10-20,Alice,South,9688.52,6.0,Electronics,3717.3,4061.37,New,0.03,Bank Transfer,Retail,South-Alice,POS,,,,
1039.0,2023-03-16,Eve,North,6076.01,35.0,Furniture,2735.74,3181.23,New,0.1,Credit Card,Retail,North-Eve,POS,,,,
1093.0,2023-11-22,Charlie,North,862.1,22.0,Furniture,3285.25,3634.58,New,0.13,Bank Transfer,Online,North-Charlie,POS,,,,
1042.0,2023-05-26,Bob,East,848.28,1.0,Electronics,1406.24,1535.57,New,0.08,Credit Card,Retail,East-Bob,POS,,,,
1026.0,2023-05-08,Charlie,West,9519.09,20.0,Clothing,2985.63,3452.1400000000003,New,0.17,Credit Card,Retail,West-Charlie,POS,,,,
1099.0,2023-12-07,Bob,East,3043.18,22.0,Furniture,2471.67,2533.04,Returning,0.02,Bank Transfer,Retail,East-Bob,POS,,,,
1050.0,2023-02-11,Charlie,West,1011.46,48.0,Furniture,710.06,851.3499999999999,Returning,0.04,Bank Transfer,Online,West-Charlie,POS,,,,
1025.0,2023-12-22,Bob,South,6030.54,11.0,Food,1250.59,1515.4899999999998,Returning,0.21,Bank Transfer,Retail,South-Bob,POS,,,,
1024.0,2023-02-10,David,East,6274.12,13.0,Clothing,1493.88,1781.09,New,0.04,Cash,Retail,East-David,POS,,,,
1013.0,2023-02-03,Bob,North,6520.2,42.0,Clothing,4625.33,4642.83,New,0.19,Credit Card,Online,North-Bob,POS,,,,
1060.0,2023-01-17,Bob,South,2747.28,3.0,Electronics,1190.41,1582.89,New,0.02,Credit Card,Retail,South-Bob,POS,,,,
1007.0,2023-06-14,Alice,North,249.6,9.0,Clothing,1481.76,1668.95,Returning,0.12,Credit Card,Retail,North-Alice,POS,,,,
1057.0,2023-06-02,Bob,South,9653.65,12.0,Electronics,1878.3,2087.45,New,0.05,Bank Transfer,Retail,South-Bob,POS,,,,
1036.0,2023-03-17,Alice,East,2583.84,23.0,Food,3335.53,3742.12,New,0.03,Bank Transfer,Retail,East-Alice,POS,,,,
1045.0,2023-03-28,Eve,West,6792.66,14.0,Clothing,635.28,831.13,Returning,0.17,Bank Transfer,Retail,West-Eve,POS,,,,
1020.0,2023-04-27,Alice,South,7095.64,33.0,Furniture,4772.03,4805.17,Returning,0.28,Bank Transfer,Online,South-Alice,POS,,,,
1065.0,2023-12-28,David,West,6139.07,18.0,Food,4334.58,4431.04,New,0.02,Bank Transfer,Retail,West-David,POS,,,,
1008.0,2023-12-08,Alice,South,3197.78,49.0,Electronics,2907.22,3385.61,New,0.13,Cash,Online,South-Alice,POS,,,,
1016.0,2023-01-27,Eve,North,2783.85,41.0,Food,3386.49,3430.99,New,0.21,Bank Transfer,Retail,North-Eve,POS,,,,
1014.0,2023-11-09,David,North,6016.92,9.0,Electronics,132.47,316.39,New,0.14,Credit Card,Online,North-David,POS,,,,
1076.0,2023-10-14,Charlie,South,8674.35,23.0,Food,1727.78,1984.34,Returning,0.24,Bank Transfer,Online,South-Charlie,POS,,,,
1087.0,2023-05-14,Charlie,West,9472.66,10.0,Electronics,3988.52,4240.23,New,0.05,Credit Card,Online,West-Charlie,POS,,,,
1015.0,2023-08-07,Alice,East,1148.47,19.0,Clothing,433.54,445.48,New,0.29,Bank Transfer,Retail,East-Alice,POS,,,,
1092.0,2023-06-17,Alice,East,1632.8,47.0,Furniture,1447.45,1703.02,Returning,0.12,Bank Transfer,Retail,East-Alice,POS,,,,
1098.0,2023-04-08,Eve,North,9452.89,5.0,Electronics,2947.22,3145.27,New,0.1,Credit Card,Retail,North-Eve,POS,,,,
1066.0,2023-09-25,Eve,East,7391.7,47.0,Food,1319.24,1805.56,New,0.26,Credit Card,Retail,East-Eve,POS,,,,
1032.0,2023-08-25,Bob,North,8841.64,23.0,Electronics,4673.19,4761.179999999999,Returning,0.17,Credit Card,Retail,North-Bob,POS,,,,
1087.0,2023-11-05,Eve,East,2106.06,30.0,Electronics,698.74,882.28,Returning,0.15,Credit Card,Online,East-Eve,POS,,,,
1063.0,2023-06-22,Bob,South,5917.1,25.0,Electronics,3997.1,4212.65,New,0.22,Cash,Online,South-Bob,POS,,,,
1086.0,2023-07-09,David,North,7041.28,28.0,Food,2564.35,2765.79,Returning,0.17,Credit Card,Online,North-David,POS,,,,
1051.0,2023-05-02,Alice,North,6833.11,34.0,Furniture,3764.14,4100.4,Returning,0.05,Bank Transfer,Retail,North-Alice,POS,,,,
1025.0,2023-02-15,David,South,4140.7,45.0,Clothing,1588.04,1703.64,New,0.2,Bank Transfer,Retail,South-David,POS,,,,
1058.0,2023-03-05,Eve,North,252.41,48.0,Furniture,2596.72,2715.05,Returning,0.04,Cash,Online,North-Eve,POS,,,,
1063.0,2023-05-10,David,East,5870.97,47.0,Electronics,4291.33,4658.64,New,0.24,Credit Card,Retail,East-David,POS,,,,
1062.0,2023-11-06,David,East,2605.71,25.0,Food,2361.05,2616.19,New,0.3,Bank Transfer,Retail,East-David,POS,,,,
1022.0,2023-12-29,David,North,4557.52,10.0,Furniture,1830.61,2044.04,New,0.11,Cash,Online,North-David,POS,,,,
1058.0,2023-07-12,Eve,East,9580.05,14.0,Electronics,2703.97,2796.88,New,0.13,Bank Transfer,Online,East-Eve,POS,,,,
1058.0,2023-11-03,David,West,4050.45,42.0,Clothing,3600.95,3702.84,Returning,0.01,Cash,Retail,West-David,POS,,,,
1086.0,2023-06-30,Bob,North,8414.04,46.0,Clothing,2245.64,2260.81,New,0.0,Cash,Retail,North-Bob,POS,,,,
1049.0,2023-10-19,Eve,South,1966.55,30.0,Clothing,4697.44,4752.24,New,0.28,Credit Card,Online,South-Eve,POS,,,,
1052.0,2023-10-09,David,West,6757.36,41.0,Electronics,1509.98,1792.83,New,0.04,Cash,Retail,West-David,POS,,,,
1042.0,2023-01-29,Eve,North,9772.37,25.0,Food,2403.54,2850.56,New,0.13,Bank Transfer,Online,North-Eve,POS,,,,
1070.0,2023-05-29,Charlie,South,1108.74,14.0,Furniture,3796.79,3947.5,Returning,0.24,Bank Transfer,Online,South-Charlie,POS,,,,
1015.0,2023-09-24,Bob,East,182.37,35.0,Clothing,3461.15,3631.75,Returning,0.27,Credit Card,Online,East-Bob,POS,,,,
1054.0,2023-10-23,David,South,4392.47,48.0,Electronics,4325.02,4391.67,Returning,0.16,Credit Card,Retail,South-David,POS,,,,
1060.0,2023-01-11,Charlie,West,1016.99,34.0,Electronics,4984.21,5184.64,New,0.17,Cash,Online,West-Charlie,POS,,,,
1097.0,2023-06-13,Charlie,East,7509.01,10.0,Furniture,2162.95,2191.19,Returning,0.2,Credit Card,Online,East-Charlie,POS,,,,
1008.0,2023-04-23,Eve,North,9154.03,35.0,Clothing,600.2,1059.8200000000002,Returning,0.29,Bank Transfer,Retail,North-Eve,POS,,,,
1053.0,2023-07-06,Charlie,East,4396.81,11.0,Electronics,200.56,540.38,New,0.18,Bank Transfer,Online,East-Charlie,POS,,,,
1060.0,2023-10-22,Bob,North,2661.25,11.0,Furniture,3648.04,4143.51,Returning,0.17,Credit Card,Retail,North-Bob,POS,,,,
1005.0,2023-08-20,Bob,North,4400.59,21.0,Food,4376.37,4818.95,New,0.0,Credit Card,Retail,North-Bob,POS,,,,
1068.0,2023-08-15,Alice,South,7262.13,21.0,Food,1142.53,1384.3,Returning,0.02,Credit Card,Retail,South-Alice,POS,,,,
1006.0,2023-11-06,Bob,South,189.64,22.0,Food,834.32,1098.97,Returning,0.17,Cash,Online,South-Bob,POS,,,,
1096.0,2023-04-08,Charlie,South,5935.59,45.0,Clothing,357.92,461.3,Returning,0.28,Cash,Online,South-Charlie,POS,,,,
1094.0,2023-02-24,Bob,West,6171.59,7.0,Furniture,4122.38,4358.78,Returning,0.26,Bank Transfer,Retail,West-Bob,POS,,,,
1047.0,2023-04-21,Eve,West,6413.11,17.0,Furniture,1591.34,2043.82,New,0.29,Cash,Retail,West-Eve,POS,,,,
1099.0,2023-06-01,Alice,South,2496.02,2.0,Electronics,2038.4,2073.32,New,0.16,Cash,Retail,South-Alice,POS,,,,
1055.0,2023-09-03,Charlie,West,7169.12,12.0,Electronics,2538.61,2971.75,Returning,0.24,Cash,Online,West-Charlie,POS,,,,
1040.0,2023-03-10,Alice,East,1004.78,42.0,Electronics,4205.29,4382.35,New,0.25,Cash,Retail,East-Alice,POS,,,,
1052.0,2023-11-08,Charlie,East,2072.78,18.0,Furniture,3271.62,3722.38,Returning,0.19,Bank Transfer,Retail,East-Charlie,POS,,,,
1016.0,2023-10-16,Eve,West,8786.95,11.0,Electronics,3094.57,3565.6000000000004,Returning,0.1,Credit Card,Retail,West-Eve,POS,,,,
1013.0,2023-09-07,Alice,West,7413.36,16.0,Furniture,919.58,1258.3000000000002,Returning,0.14,Bank Transfer,Online,West-Alice,POS,,,,
1030.0,2023-02-05,David,East,236.08,49.0,Furniture,2590.29,2925.86,Returning,0.26,Cash,Retail,East-David,POS,,,,
1019.0,2023-08-27,Charlie,North,2558.92,18.0,Food,3591.14,3822.99,Returning,0.09,Credit Card,Online,North-Charlie,POS,,,,
1017.0,2023-05-28,David,East,2222.62,35.0,Electronics,4867.64,5287.05,Returning,0.28,Credit Card,Online,East-David,POS,,,,
1063.0,2023-08-15,Alice,East,2780.98,26.0,Food,1046.96,1528.15,New,0.07,Credit Card,Retail,East-Alice,POS,,,,
1019.0,2023-09-01,David,West,2550.84,16.0,Clothing,97.24,487.03,New,0.22,Bank Transfer,Retail,West-David,POS,,,,
1092.0,2023-12-03,David,East,719.01,6.0,Clothing,422.74,737.49,Returning,0.19,Credit Card,Retail,East-David,POS,,,,
1058.0,2023-12-31,Alice,West,4643.51,44.0,Clothing,1910.47,2217.8,New,0.22,Bank Transfer,Online,West-Alice,POS,,,,
1055.0,2023-07-20,Eve,West,7354.06,43.0,Furniture,4111.7,4537.94,Returning,0.13,Bank Transfer,Online,West-Eve,POS,,,,
1090.0,2023-06-03,David,South,6106.64,47.0,Furniture,85.35,360.54,New,0.28,Cash,Online,South-David,POS,,,,
1090.0,2023-03-14,David,East,6761.43,47.0,Furniture,2310.82,2714.71,New,0.19,Cash,Retail,East-David,POS,,,,
1062.0,2023-07-20,Eve,North,903.38,48.0,Electronics,1679.69,1939.04,New,0.09,Credit Card,Online,North-Eve,POS,,,,
1023.0,2023-10-23,David,South,9519.76,42.0,Food,309.78,350.38,Returning,0.19,Credit Card,Retail,South-David,POS,,,,
1009.0,2023-01-17,David,West,8401.07,12.0,Furniture,2278.67,2476.8,New,0.09,Cash,Retail,West-David,POS,,,,
1012.0,2023-05-09,David,West,8070.39,13.0,Food,1311.01,1538.79,Returning,0.09,Bank Transfer,Retail,West-David,POS,,,,
1001.0,2023-08-05,Bob,North,8247.54,4.0,Food,1791.83,1871.22,Returning,0.12,Bank Transfer,Online,North-Bob,POS,,,,
1058.0,2023-03-02,Eve,West,9333.83,39.0,Food,3542.8,3603.02,Returning,0.26,Cash,Online,West-Eve,POS,,,,
1001.0,2023-04-14,David,East,5488.11,2.0,Electronics,2631.68,2904.06,New,0.15,Bank Transfer,Online,East-David,POS,,,,
1034.0,2023-02-11,Eve,South,2082.79,26.0,Electronics,667.0,718.72,New,0.2,Cash,Retail,South-Eve,POS,,,,
1096.0,2023-01-25,Charlie,West,6206.16,27.0,Clothing,4809.0,4967.44,New,0.12,Cash,Online,West-Charlie,POS,,,,
1048.0,2023-02-08,Charlie,West,7454.53,27.0,Clothing,3197.76,3572.61,Returning,0.08,Credit Card,Online,West-Charlie,POS,,,,
1089.0,2023-10-18,David,North,7405.38,15.0,Food,3841.05,4323.62,Returning,0.29,Credit Card,Retail,North-David,POS,,,,
1001.0,2023-05-11,Eve,East,5262.35,8.0,Clothing,442.11,803.87,New,0.18,Cash,Retail,East-Eve,POS,,,,
1016.0,2023-08-17,Eve,West,777.74,7.0,Food,282.94,779.3299999999999,Returning,0.28,Credit Card,Online,West-Eve,POS,,,,
1061.0,2023-04-18,Eve,North,3774.02,47.0,Electronics,146.27,498.46,New,0.06,Cash,Retail,North-Eve,POS,,,,
1064.0,2023-06-21,Bob,West,9215.59,46.0,Electronics,984.53,1138.49,New,0.04,Bank Transfer,Online,West-Bob,POS,,,,
1063.0,2023-04-12,Charlie,North,5886.04,40.0,Electronics,2101.32,2440.63,New,0.26,Bank Transfer,Retail,North-Charlie,POS,,,,
1069.0,2023-12-20,Eve,North,5429.49,12.0,Furniture,4682.34,5036.400000000001,New,0.2,Bank Transfer,Retail,North-Eve,POS,,,,
1022.0,2023-01-12,Eve,East,2761.65,13.0,Food,2312.45,2504.6,Returning,0.06,Bank Transfer,Online,East-Eve,POS,,,,
1093.0,2023-10-02,Bob,West,3747.64,43.0,Electronics,1486.76,1505.44,New,0.08,Cash,Retail,West-Bob,POS,,,,
1067.0,2023-04-11,Bob,East,8963.93,17.0,Food,2831.58,3186.15,New,0.24,Bank Transfer,Retail,East-Bob,POS,,,,
1076.0,2023-02-13,Eve,North,6697.98,17.0,Clothing,604.08,624.71,New,0.14,Bank Transfer,Retail,North-Eve,POS,,,,
1026.0,2023-11-01,Alice,South,7895.13,36.0,Clothing,3067.05,3386.33,New,0.2,Bank Transfer,Online,South-Alice,POS,,,,
1016.0,2023-01-17,Eve,West,4598.02,21.0,Electronics,2863.74,2953.91,New,0.1,Bank Transfer,Retail,West-Eve,POS,,,,
1051.0,2023-11-26,Eve,South,6339.45,8.0,Food,3970.37,4257.52,New,0.11,Cash,Retail,South-Eve,POS,,,,
1086.0,2023-02-26,Bob,West,2559.0,5.0,Electronics,4934.1,5191.02,New,0.3,Bank Transfer,Online,West-Bob,POS,,,,
1057.0,2023-11-07,Bob,East,7084.06,26.0,Clothing,1291.82,1308.4399999999998,Returning,0.07,Credit Card,Online,East-Bob,POS,,,,
1029.0,2023-10-30,Eve,East,4333.25,16.0,Electronics,2572.8,2760.6000000000004,Returning,0.15,Credit Card,Retail,East-Eve,POS,,,,
1078.0,2023-01-12,Eve,East,4481.2,36.0,Food,4548.88,4853.41,Returning,0.25,Credit Card,Retail,East-Eve,POS,,,,
1092.0,2023-11-14,Eve,East,6528.29,28.0,Clothing,3936.69,4362.51,Returning,0.07,Credit Card,Retail,East-Eve,POS,,,,
1069.0,2023-03-21,Bob,East,9369.18,29.0,Furniture,2462.66,2908.09,New,0.12,Credit Card,Online,East-Bob,POS,,,,
1047.0,2023-08-04,Eve,South,733.66,47.0,Clothing,4729.59,4976.68,Returning,0.18,Credit Card,Retail,South-Eve,POS,,,,
1094.0,2023-12-05,Eve,East,8264.96,12.0,Furniture,333.32,700.25,Returning,0.14,Cash,Online,East-Eve,POS,,,,
1062.0,2023-09-21,David,North,2994.59,37.0,Electronics,4658.44,4823.5,Returning,0.14,Credit Card,Online,North-David,POS,,,,
1069.0,2023-05-29,Alice,North,4494.8,30.0,Electronics,300.01,477.68,New,0.11,Bank Transfer,Retail,North-Alice,POS,,,,
1076.0,2023-03-22,Charlie,South,316.94,23.0,Food,2759.16,2864.45,Returning,0.18,Credit Card,Retail,South-Charlie,POS,,,,
1016.0,2023-08-03,Alice,West,3080.36,16.0,Furniture,4457.68,4743.030000000001,Returning,0.19,Cash,Online,West-Alice,POS,,,,
1090.0,2023-07-17,David,North,5076.05,14.0,Electronics,1350.47,1514.61,New,0.2,Credit Card,Retail,North-David,POS,,,,
1090.0,2023-07-19,Charlie,West,656.14,10.0,Furniture,2387.63,2438.9700000000003,Returning,0.02,Bank Transfer,Retail,West-Charlie,POS,,,,
1048.0,2023-01-25,Eve,South,4961.85,7.0,Electronics,1655.43,2001.08,New,0.19,Bank Transfer,Online,South-Eve,POS,,,,
1085.0,2023-03-30,David,West,9278.4,45.0,Clothing,4763.11,5119.91,Returning,0.29,Cash,Retail,West-David,POS,,,,
1039.0,2023-09-25,Eve,West,1143.39,37.0,Electronics,4127.05,4313.45,New,0.16,Cash,Online,West-Eve,POS,,,,
1100.0,2023-05-23,Bob,West,7667.96,29.0,Food,3559.56,3607.15,Returning,0.21,Cash,Retail,West-Bob,POS,,,,
1033.0,2023-02-28,David,West,4155.74,3.0,Clothing,2958.75,3177.64,Returning,0.17,Cash,Online,West-David,POS,,,,
1094.0,2023-12-31,Bob,South,6586.22,15.0,Food,4111.93,4338.67,Returning,0.26,Credit Card,Online,South-Bob,POS,,,,
1023.0,2023-01-26,David,North,2676.34,36.0,Clothing,1991.72,2329.37,New,0.28,Credit Card,Retail,North-David,POS,,,,
1010.0,2023-02-16,David,East,1678.97,47.0,Furniture,2265.38,2429.9300000000003,Returning,0.06,Bank Transfer,Online,East-David,POS,,,,
1069.0,2023-10-15,Bob,West,1688.58,46.0,Food,3663.51,4007.980000000001,New,0.13,Cash,Online,West-Bob,POS,,,,
1100.0,2023-09-23,Charlie,North,797.87,19.0,Electronics,1820.89,2257.92,New,0.12,Cash,Retail,North-Charlie,POS,,,,
1034.0,2023-01-16,Alice,North,1937.9,13.0,Furniture,366.31,492.68,New,0.12,Credit Card,Retail,North-Alice,POS,,,,
1052.0,2023-07-18,Eve,South,6675.77,42.0,Electronics,417.96,907.63,New,0.04,Cash,Retail,South-Eve,POS,,,,
1095.0,2023-10-09,David,North,8828.74,21.0,Clothing,621.05,820.3699999999999,Returning,0.24,Bank Transfer,Online,North-David,POS,,,,
1010.0,2023-03-27,Eve,South,8159.84,37.0,Clothing,4354.92,4495.88,Returning,0.01,Bank Transfer,Online,South-Eve,POS,,,,
1019.0,2023-09-07,Bob,West,6882.83,27.0,Electronics,2387.52,2604.06,Returning,0.16,Cash,Online,West-Bob,POS,,,,
1058.0,2023-09-27,Eve,West,1193.28,29.0,Electronics,3578.77,3635.02,New,0.2,Bank Transfer,Retail,West-Eve,POS,,,,
1096.0,2023-12-01,Bob,East,2962.96,20.0,Furniture,1994.9,2066.5,Returning,0.06,Bank Transfer,Online,East-Bob,POS,,,,
1001.0,2023-04-27,Eve,East,3167.09,25.0,Electronics,1330.62,1543.6899999999998,New,0.27,Credit Card,Online,East-Eve,POS,,,,
1069.0,2023-01-07,Alice,East,2574.57,6.0,Food,1768.6,2152.2,New,0.25,Bank Transfer,Retail,East-Alice,POS,,,,
1004.0,2023-05-17,Alice,North,5198.56,36.0,Food,3981.2,4432.349999999999,New,0.14,Cash,Online,North-Alice,POS,,,,
1016.0,2023-06-25,Alice,West,5401.98,2.0,Electronics,3144.82,3480.58,Returning,0.12,Cash,Retail,West-Alice,POS,,,,
1024.0,2023-11-24,Alice,South,3633.17,22.0,Food,4691.32,4752.88,Returning,0.07,Bank Transfer,Retail,South-Alice,POS,,,,
1080.0,2023-11-11,Alice,East,3602.51,32.0,Electronics,3414.54,3753.83,New,0.22,Cash,Retail,East-Alice,POS,,,,
1002.0,2023-08-03,Alice,South,8302.7,16.0,Furniture,2872.4,3193.76,Returning,0.04,Credit Card,Online,South-Alice,POS,,,,
1092.0,2023-03-23,Bob,South,7914.0,18.0,Food,3070.47,3475.29,Returning,0.2,Bank Transfer,Online,South-Bob,POS,,,,
1032.0,2023-08-11,David,East,3147.18,5.0,Food,4714.74,5129.11,New,0.25,Bank Transfer,Online,East-David,POS,,,,
1091.0,2023-04-13,Eve,West,9146.51,36.0,Electronics,3951.59,4387.01,New,0.07,Bank Transfer,Retail,West-Eve,POS,,,,
1084.0,2023-09-30,Alice,East,9532.87,30.0,Food,169.0,381.92,Returning,0.26,Cash,Retail,East-Alice,POS,,,,
1024.0,2023-01-14,Bob,South,3334.75,45.0,Clothing,2693.99,3045.94,New,0.01,Cash,Retail,South-Bob,POS,,,,
1012.0,2023-06-08,Bob,East,3608.81,19.0,Furniture,3457.28,3598.7200000000003,New,0.27,Bank Transfer,Online,East-Bob,POS,,,,
1050.0,2023-06-01,Bob,South,5105.78,23.0,Furniture,3756.06,4255.73,Returning,0.04,Cash,Online,South-Bob,POS,,,,
1035.0,2023-04-18,David,South,9417.1,34.0,Food,1105.05,1200.96,Returning,0.19,Cash,Online,South-David,POS,,,,
1033.0,2023-07-07,Eve,East,8775.56,13.0,Food,4342.53,4357.49,New,0.08,Bank Transfer,Online,East-Eve,POS,,,,
1033.0,2023-10-28,David,North,1115.42,43.0,Clothing,4781.42,4864.34,Returning,0.25,Bank Transfer,Online,North-David,POS,,,,
1061.0,2023-04-08,Charlie,East,3988.03,29.0,Clothing,1221.74,1611.92,New,0.15,Cash,Retail,East-Charlie,POS,,,,
1051.0,2023-05-11,Bob,North,5578.37,36.0,Food,4418.95,4647.87,New,0.04,Bank Transfer,Online,North-Bob,POS,,,,
1043.0,2023-10-20,Charlie,South,5081.01,22.0,Food,530.04,759.3199999999999,Returning,0.17,Bank Transfer,Retail,South-Charlie,POS,,,,
1012.0,2023-06-20,Alice,South,2019.24,47.0,Clothing,325.75,803.71,New,0.12,Bank Transfer,Retail,South-Alice,POS,,,,
1067.0,2023-07-02,Alice,North,8602.29,36.0,Electronics,689.66,1150.28,New,0.2,Bank Transfer,Online,North-Alice,POS,,,,
1065.0,2023-12-30,David,South,6801.71,9.0,Clothing,335.82,498.31,New,0.26,Cash,Retail,South-David,POS,,,,
1033.0,2023-02-08,Eve,North,8395.29,39.0,Electronics,4232.81,4345.25,Returning,0.12,Bank Transfer,Online,North-Eve,POS,,,,
1040.0,2023-01-15,Charlie,North,8601.77,19.0,Furniture,342.3,768.06,Returning,0.09,Credit Card,Online,North-Charlie,POS,,,,
1074.0,2023-01-04,Eve,South,7508.72,38.0,Furniture,1394.74,1848.69,Returning,0.0,Bank Transfer,Retail,South-Eve,POS,,,,
1043.0,2023-12-15,David,West,4448.18,6.0,Clothing,563.59,838.97,New,0.17,Credit Card,Online,West-David,POS,,,,
1044.0,2023-07-29,Alice,North,6144.41,47.0,Electronics,1512.34,1830.76,New,0.12,Bank Transfer,Online,North-Alice,POS,,,,
1029.0,2023-06-10,Eve,East,1687.62,15.0,Clothing,498.27,634.16,Returning,0.11,Credit Card,Retail,East-Eve,POS,,,,
1013.0,2023-01-16,Eve,East,6769.09,20.0,Clothing,3356.62,3759.01,Returning,0.05,Credit Card,Retail,East-Eve,POS,,,,
1012.0,2023-04-18,Alice,South,1874.61,9.0,Electronics,709.97,1029.71,Returning,0.13,Bank Transfer,Retail,South-Alice,POS,,,,
1095.0,2023-11-07,Charlie,West,6970.1,32.0,Clothing,4266.64,4523.360000000001,New,0.3,Bank Transfer,Retail,West-Charlie,POS,,,,
1046.0,2023-08-15,Alice,South,2373.02,4.0,Furniture,4095.1,4134.55,Returning,0.09,Bank Transfer,Retail,South-Alice,POS,,,,
1002.0,2023-06-19,Eve,West,1263.76,18.0,Food,117.63,576.44,New,0.18,Credit Card,Retail,West-Eve,POS,,,,
1035.0,2023-02-03,Charlie,North,1736.32,5.0,Food,4483.85,4795.42,Returning,0.23,Cash,Online,North-Charlie,POS,,,,
1087.0,2023-09-08,Charlie,North,119.72,20.0,Clothing,193.27,297.69,New,0.22,Cash,Online,North-Charlie,POS,,,,
1081.0,2023-09-04,Alice,North,7215.52,23.0,Electronics,1236.25,1543.38,New,0.1,Bank Transfer,Online,North-Alice,POS,,,,
1090.0,2023-09-26,Eve,North,7350.77,11.0,Electronics,210.33,552.29,Returning,0.18,Cash,Retail,North-Eve,POS,,,,
1008.0,2023-05-21,David,East,5197.84,37.0,Furniture,1712.43,1980.06,New,0.26,Cash,Online,East-David,POS,,,,
1093.0,2023-10-01,Eve,East,1697.49,22.0,Electronics,2593.64,2955.51,Returning,0.0,Bank Transfer,Retail,East-Eve,POS,,,,
1026.0,2023-04-06,Bob,South,927.19,4.0,Electronics,3993.39,4288.3,New,0.13,Credit Card,Online,South-Bob,POS,,,,
1074.0,2023-08-15,David,West,289.38,29.0,Furniture,1723.01,2197.42,New,0.07,Bank Transfer,Retail,West-David,POS,,,,
1090.0,2023-02-08,Charlie,North,1740.91,44.0,Clothing,3542.18,3578.49,Returning,0.12,Cash,Online,North-Charlie,POS,,,,
1034.0,2023-10-29,David,North,8919.47,34.0,Food,978.15,1040.21,New,0.12,Credit Card,Retail,North-David,POS,,,,
1007.0,2023-01-29,Charlie,West,2491.21,13.0,Furniture,3765.46,3860.56,Returning,0.22,Cash,Retail,West-Charlie,POS,,,,
1068.0,2023-11-14,Charlie,West,3607.29,42.0,Clothing,1218.18,1566.36,Returning,0.03,Credit Card,Retail,West-Charlie,POS,,,,
1058.0,2023-09-02,David,South,1142.92,9.0,Furniture,760.55,1086.89,Returning,0.15,Cash,Retail,South-David,POS,,,,
1075.0,2023-08-24,Charlie,West,2301.38,42.0,Clothing,967.77,1414.88,New,0.17,Bank Transfer,Online,West-Charlie,POS,,,,
1029.0,2023-07-04,Charlie,North,5240.32,31.0,Furniture,951.21,1320.3200000000002,New,0.15,Cash,Online,North-Charlie,POS,,,,
1036.0,2023-09-29,Bob,North,6116.75,7.0,Clothing,2588.67,2847.76,New,0.22,Cash,Retail,North-Bob,POS,,,,
1089.0,2023-08-24,Eve,North,2528.99,4.0,Furniture,4231.75,4727.75,Returning,0.12,Credit Card,Retail,North-Eve,POS,,,,
1021.0,2023-08-27,Eve,North,671.55,19.0,Clothing,444.05,584.44,Returning,0.28,Cash,Retail,North-Eve,POS,,,,
1036.0,2023-09-23,Bob,North,3971.23,42.0,Furniture,3549.43,3967.69,New,0.14,Bank Transfer,Online,North-Bob,POS,,,,
